x,y,label,text
-1.0324832,18.52229,neutralny wydźwięk,@USER Tak tak. A jak Arsenić leciutko dotknął Papadopoulosa to była słuszna czerwona. Weź się zdecyduj.
-3.0981987,-16.87285,neutralny wydźwięk,Niestety Wisła obok Górnika Z. to najsłabsza drużyna w lidze na ten moment a Pawłowski dalej pierdoli o pucharach
-36.23978,-34.42443,pozytywny wydźwięk,"@USER Mówimy o przywiązaniu do nazwisk, a nie, czy ktoś zawinił :)"
-18.47812,-3.8981526,neutralny wydźwięk,"@USER Ale masz fana, nie wiem czy nie trzeba doktora"
39.806335,-11.72725,neutralny wydźwięk,Jakieś fajne szablony do CV? halo pomocy #tweetme
34.433872,-15.399337,neutralny wydźwięk,@USER Wyciągnij wnioski 80 % eksportu do UE
14.64045,8.236379,neutralny wydźwięk,@USER Tchórzostwo i paranoja. Marszałek Kuchciński hańbi obejmowany urząd.
-9.220726,25.214066,neutralny wydźwięk,@USER To musisz oglądać bo on jest zaginiony ale nie chce Ci spojlerowac dfjkgstukc
32.69523,25.923288,neutralny wydźwięk,@USER @USER Podejrzewam ze sektor gości będzie tylko pusty lub ostatni otwarty
3.9521763,-12.709502,neutralny wydźwięk,Taka ciekawostka: Pamięć złotej rybki trwa zaledwie trzy sekundy. To by wiele tłumaczyło.
10.062474,35.00073,neutralny wydźwięk,Jeszcze kilka letnich dni i znowu sen
-15.723074,-32.419243,neutralny wydźwięk,"@USER Jejku jaki masz ładny głos i jesteś taka urocza!! Mam na imię Marta i w piątek miałam 15 urodziny, bardzo mi milusio!!"
30.83315,-16.159546,neutralny wydźwięk,"@USER Bo kiedyś na Euro wchodziły 4 drużyny, teraz 24 :P"
-2.1497407,9.668471,neutralny wydźwięk,"@USER Och, nie będę miarodajna, bo w  ostatnim roku czytałam same starocie."
40.04896,-17.701897,neutralny wydźwięk,@USER @USER A kurwa tt 2 mln
26.293795,16.110638,neutralny wydźwięk,@USER @USER Kilkadziesiąt godzin analiz i pominął Bolka i Komorowskiego. dziennikarzyna sprzedawczyk
39.765224,-0.09562911,neutralny wydźwięk,@USER Piątek jest za krótki na dawanie ffów
-11.746735,4.2370596,neutralny wydźwięk,"@USER No niby co powiedział? Że nie było nas stać na więcej? Czyli mamy słabszych zawodników od Iranu czy Maroka? Nie no, bez jaj."
-10.13935,23.764206,neutralny wydźwięk,@USER jaki jest wgl sens robienia wesela jeśli nie wygląda ono jak z dramatu wyspiańskiego
-7.1111994,-21.26803,neutralny wydźwięk,Lektor na tvp2:  the gut doktor
-46.512672,25.274284,pozytywny wydźwięk,"Biało-Czerwoni brawo, brawo, brawo! Zbigniew Boniek i Adam Nawałka - wyrazy szacunku. Robert Lewandowski - wielkie podziękowania! 😁😝😎"
18.30433,-3.9866319,neutralny wydźwięk,@USER @USER @USER Może podłub w jakimś kompie.
13.672244,-11.851555,neutralny wydźwięk,kwiat pustyni leci w tv więc bajo bajo sen
31.755222,-31.254961,neutralny wydźwięk,"@USER hej, widziałam, że studiujesz albo studiowałaś kognitywistykę komunikacji, jakieś wrażenia? Macie drugi stopień?"
20.364159,14.70325,neutralny wydźwięk,"@USER @USER Bo byliśmy bez formy, to oczywiste. Przecież to też napisałem."
-5.6640797,-33.73124,neutralny wydźwięk,@USER gdybyś tylko wiedział\njak bardzo\nzainspirowałeś mnie\ndo życia
-36.48221,-24.355808,pozytywny wydźwięk,@USER @USER zgadzam się z kolegą :) dobrze się Ciebie czyta :) oby tak dalej!
-11.674737,56.053474,neutralny wydźwięk,@USER O jakiej większości mówimy mistrzu..?
-4.5082293,5.9912143,neutralny wydźwięk,@USER @USER @USER Nie zapomnij nakolanników karykaturo prezydenta.
-56.55776,-20.05717,pozytywny wydźwięk,@USER @USER potem będziesz musiał odszczekiwać te słowa :D
-60.902977,19.857607,pozytywny wydźwięk,@USER Emi  Ciebie nie da się zapomnieć😁😁😁😁
0.4483954,-27.393047,neutralny wydźwięk,SPIERDOLE SIE MOJ BYLY  PRZYJECHAL DO MNIE 900 KM ZEBY MN PRZEPROSIC A JA JESTEM 650 KM OD DOMU NA WYJEZDZIE XDDDDDDDDDD
-12.830515,59.895065,negatywny wydźwięk,"cynamon i korzenne przyprawy używa się przez cały rok a nie tylko przy jesiennym czy zimowym klimacie, sezonowcy..."
27.322018,5.9391294,neutralny wydźwięk,@USER @USER Znowu będzie komunikat o polskich piratach drogowych w Słowacji.
37.63204,31.94065,neutralny wydźwięk,"@USER @USER @USER @USER Wstyd z nim rozmawiać, tak jak z Korwinem, Sasinem, Dudą, Ziobrą"
-54.135372,-14.7737055,pozytywny wydźwięk,"@USER Wielkie dzięki, ale już poradzone ;-)"
-44.771584,-33.550896,pozytywny wydźwięk,@USER Równie dobrze można gola stracić :)
1.8241194,-35.493378,neutralny wydźwięk,#Wypozyczeni Bytovia - Podbeskidzie 1:1.\nPrzemek Mystkowski grał 78 minut.
22.540445,7.5990353,neutralny wydźwięk,"@USER @USER Rozumiem, że czekają aż z pozostałych województw wyniosą Mazurkową na butach tak jak w Lublinie."
-51.704144,-15.488802,pozytywny wydźwięk,@USER @USER A czy Dziadek wejdzie z nami w interakcje? Mogę zrobić jakąś potrawę na jego cześć;-)
32.69481,-15.557386,neutralny wydźwięk,"@USER Superpuchar Hiszpanii, 4:1 z Juventusem w finale LM."
-14.7593565,57.942074,negatywny wydźwięk,@USER I Ty się wypowiadasz na temat niezależności? Chyba od rozumu...
39.75229,-13.870082,neutralny wydźwięk,@USER @USER Sami sobie zgotowaliście ten los
5.3614388,34.15985,neutralny wydźwięk,"Muszę jechać so skarbówki, ubezpieczyciela i urzędu, dorosłe życie ssie"
3.0862827,17.283321,neutralny wydźwięk,@USER Ale Pani nie pomyli się nikomu - wredna i upierdliwa stara panna jedyna w swoim rodzaju.
33.429935,-2.6753383,neutralny wydźwięk,"@USER To sprawaka któregoś z nich. Zgadnij którego:TW Wolfgang, TW Faraon,TW Rycerz,TW Balbina, TW Michał"
37.266567,26.540327,neutralny wydźwięk,@USER @USER @USER oczywiście że tak.Drwal który w reprezentacji ma problem aby podać prosto na 5 metrów.
24.111214,2.4800982,neutralny wydźwięk,@USER @USER @USER @USER No to muszą ci nieźle płacić za wierszówki.
33.501423,-44.05808,neutralny wydźwięk,@USER @USER @USER A u lekarza też byłeś?
-1.541456,-39.442974,neutralny wydźwięk,*stoi przed nimi król gargulców*\nbetty: to pewnie ethel\n\nXDDDDDDDDDDDDDD\n#Riverdale #RiverdalePL
-58.089355,9.682589,pozytywny wydźwięk,@USER Czekamy na zdjęcia z mocy poślubnej. Jprdl!!😁😁😁😁😁
36.526543,-31.382511,neutralny wydźwięk,@USER @USER @USER A co na temat nijakiego Jakiego? Tak was kocha że unika waszego loga na swoich reklamach?
25.380632,16.755672,neutralny wydźwięk,@USER @USER @USER Uprowadź gumową kaczuszkę. Zacznie negocjować.
30.576982,-10.40917,neutralny wydźwięk,@USER @USER Powiedział @USER mający IQ o wartości temperatury ciała
5.9969745,-30.994095,neutralny wydźwięk,@USER Moja katechetka była lesba XDD
-6.6749063,-35.443214,neutralny wydźwięk,Dobry dzień na przypomnienie sobie genezy gwiazdek na fladze #UE #deklaracjaRzymska
10.788233,-10.064569,neutralny wydźwięk,@USER Im więcej problemów w państwie tym więcej niewykonanych wyroków
-10.488543,21.750063,neutralny wydźwięk,@USER @USER @USER praca rzecznika nie polega na przedstawianiu własnej opinii więc jednak Pan musi
-45.86641,-17.07916,pozytywny wydźwięk,@USER @USER @USER Wakashimazu może by wyjął ;)
26.522345,13.011509,neutralny wydźwięk,"@USER @USER @USER Powiedziałbym, że jest wręcz odwrotnie."
17.822172,15.50488,neutralny wydźwięk,@USER @USER Przyjaciół to niech on sobie szuka za swoje prywatne pieniądze. I niech robi z siebie idiotę na własny rachunek.
52.550888,2.6973221,neutralny wydźwięk,Rostowski rozjebie was na komisji vat@USER
44.938133,4.6193485,neutralny wydźwięk,@USER @USER Łżesz jak bura suka kutasie
0.64580667,20.088167,neutralny wydźwięk,@USER Zawodnicy z nazwiskami idą tam na emeryturę.To przecież nie jest tajemnica.
31.775019,-41.74532,neutralny wydźwięk,@USER @USER A żądał ktoś pytanie kto chciałby Polaka w rodzinie?
5.0400786,-13.228539,neutralny wydźwięk,O kurwa faktycznie. Kamil Ślimak to wspak Kamil Ślimak
-63.22104,23.403587,pozytywny wydźwięk,"@USER @USER Weź pigułkę, weź pigułkę 😀"
18.903782,-10.812192,neutralny wydźwięk,@USER Sztuka kadrowania zagina czaso-przestrzeń. Da się np. zrobić  wielotysięczny marsz z udziałem 200 osób.
-14.8406105,55.094116,negatywny wydźwięk,"@USER Dama?  Przypomniał mi się tekst z oprawy Widzewa bodajże \"" na szachownicy życia...  My walimy damy a wy bijecie konia \"""
-13.803166,-3.3514035,neutralny wydźwięk,@USER @USER dziwie się że po tak słabym sezonie ceny nie spadły chociażby o 5 zł
26.547491,-37.04128,neutralny wydźwięk,@USER @USER @USER Za 5 mln kupili Wisle od Cupiala 16 dostaną wiec na czysto robi się 11 z 40 a 29 gdzie?
-1.6043912,21.211401,neutralny wydźwięk,@USER Nie wypowiadaj się na tematy o których nie masz zielonego pojęcia. Siedzisz w swoim zaścianku i wydaje ci się że coś wiesz.
40.080383,17.321938,neutralny wydźwięk,"@USER @USER @USER Pis mial być inny, jesteś idiotą"
-9.829495,-32.612865,neutralny wydźwięk,@USER Poza śniegiem na stoku. Oby był!
26.796177,9.567034,neutralny wydźwięk,@USER Kobieto kto ci w to uwierzy? Takich ulotek mogę sobie wydrukować ile wola.
-16.876863,3.6775947,neutralny wydźwięk,Czemu żaden tramwaj nie jedzie wtf
-16.424097,58.495693,negatywny wydźwięk,@USER @USER I dlatego każdy ksiądz spowiada za kratką konfesjonału.....
-47.39996,-34.826935,pozytywny wydźwięk,@USER ale myślałem że wyróżnisz ten dzień w kalendarzu :)
40.15096,2.1191328,neutralny wydźwięk,@USER Prokurator Generalny @USER suweren jest w kropce
25.961166,-8.0713,neutralny wydźwięk,@USER Jak liczysz towarzyskie to policz też treningi.
22.112074,34.688843,negatywny wydźwięk,"Lubnauer: PiS już się zbliża, już puka do naszych drzwi ale zapomniała, że ciąg dalszy jest taki: pobiegnę go przywitać z radości serce drży"
17.984217,8.548117,neutralny wydźwięk,@USER @USER Może by tak poprawnie: akcja nazywała się Trzeci Most.
55.736984,3.7270052,neutralny wydźwięk,"@USER @USER Podobnie jak ten najebany z tvp, chciał z 10 zl pendolino się przejechać, wyrzucili typa od @USER"
10.854836,34.312748,neutralny wydźwięk,jak wam jest przykro w życiu to pamietajcie ze istnieja osoby ktore placa prawie dziesiec dolcow za tinder plus
-17.689547,54.82058,neutralny wydźwięk,@USER My wtedy byliśmy na 11. miejscu... :P
30.216068,-32.710247,neutralny wydźwięk,@USER @USER ale co to za płacze że piłka jest najpopularniejszym sportem i ludzie wolą to oglądać niż bieganie ?
31.918839,-48.553963,neutralny wydźwięk,@USER @USER @USER Jakieś video z tej imprezy? Coś na Instagramie? Ma ktoś coś? Jakiś link?
10.891223,-9.0593815,neutralny wydźwięk,@USER Niekoniecznie ostatnio prezesi w pl patrzą na trenerów okiem oszczednosciowym
33.55684,16.42796,neutralny wydźwięk,@USER @USER tam gdzie dostają większą kase tam grają.Nic dziwnego.
24.897734,-6.4832344,neutralny wydźwięk,"@USER @USER Ale to efekt reformy, na podstawie której miejsc w eliminacjach było tylko 6 na 32."
21.744291,-6.3061104,neutralny wydźwięk,"@USER Zawsze był pierdolnięty. Od pierwszego dnia, kiedy został burmistrzem Londynu."
-51.97827,26.51785,pozytywny wydźwięk,@USER Też je mam. Doskonała lektura tylko nie da się czytać na leżąco 😔
-53.324837,-16.462738,pozytywny wydźwięk,"@USER Strasznie żałuję, że go nie znałam. Podobno był super gościem ;-)"
-39.87004,16.802204,pozytywny wydźwięk,"@USER @USER Nie no, nie ma 😁 Kończymy, fakt.\nhttps://t.co/9PMxwN1XeV"
-55.207317,19.395447,pozytywny wydźwięk,"@USER @USER @USER Pytanie, ile mu obiecali, a nie ile płacą 😜"
-6.89338,7.1402063,neutralny wydźwięk,@USER @USER @USER @USER @USER @USER Bo komuś zawsze się nie będzie opłacać.
-6.3588085,5.906332,neutralny wydźwięk,@USER @USER @USER @USER Również wypożyczenie nie jest wykluczone.
35.88052,-35.306957,neutralny wydźwięk,@USER @USER @USER Masz może skład Pogoni z rocznikami?
-8.136662,11.435229,neutralny wydźwięk,"@USER @USER @USER @USER Nie wiem, zerknij na 90minut"
16.212921,10.852064,neutralny wydźwięk,@USER #Woronicza17 Jako telewidz słyszę ciągłe mamrotanie posła PO. P. pośle MAMROT jest dobry na ławeczce w Wilkowyjach.
1.735743,17.09581,neutralny wydźwięk,@USER @USER idealna opcja ? Chłop bez ambicji co od kilku lat nie broni.Idealna opcja to Kieszek.
26.692234,-3.133011,neutralny wydźwięk,@USER Ja bym dodał jeszcze obowoązkowe lekcje historii dla członków Nowoczesnej.
27.179033,0.96198994,neutralny wydźwięk,"@USER @USER Pokski, angielski, może hiszpańskiego by jeszcze nauczyli, warte świeczki"
-40.372143,8.973764,pozytywny wydźwięk,@USER @USER Przynajmniej możemy wspominać legendy. A kto u was jest legendą ? Cabaj ? 😂
24.356558,-8.94076,neutralny wydźwięk,"@USER @USER Zapytałam:\n- Tato, a do czego Ty właściwie ten chrzan robisz?\n- Do słoiczka."
16.092989,-21.005999,neutralny wydźwięk,"@USER @USER \""A dla kogo ten wywiad? A dla widzów dziennika wieczornego. O, to bez kozery powiem pińcet\"""
3.0393043,33.591698,negatywny wydźwięk,"Przez chwilę mnie nie ma, weryfikacja obserwowanych i obserwujących jak co środę"
13.168826,7.102417,neutralny wydźwięk,"@USER @USER @USER Jeden biega wokół trzech Kolumbijczyków, a trzech patrzy. Cudowne."
30.989388,-9.822828,neutralny wydźwięk,"@USER Taki miałam właśnie, teraz kupiłam z catrice"
23.820896,-7.147561,neutralny wydźwięk,"@USER Najrozsądniej, ale sporo osób wybrało urokliwy spacer widlostradą."
16.136261,14.696479,neutralny wydźwięk,@USER @USER @USER Wy macie pełne pory. Jeszcze trochę i się postacie na amen.
-38.501514,-33.176144,pozytywny wydźwięk,@USER @USER @USER 2/2 może się dogadali żeby oficjalnie kwota była niższa bo wałki robią :)
36.93577,25.167961,neutralny wydźwięk,"@USER @USER Życie, zdarza się. Jednak od takiego rzutu wolnego do gola droga dość daleka."
23.025553,-37.37775,neutralny wydźwięk,@USER wiecie o usterce? Czy przez to płatności karta tez mogą nie działać?
-55.247097,6.4157476,pozytywny wydźwięk,@USER @USER ehh a ja taki naiwny :( 😜
-37.795856,-27.106102,pozytywny wydźwięk,@USER Może nie było ciekawszych? :) a może ta agencja ma też znajomości w gazecie i poprosili żeby o nim wspomnieć ? :)
26.193357,17.11985,neutralny wydźwięk,@USER @USER Obejrzałam dziś setki zdjęć. Andrzej rozbił tym pulę
2.6297746,-41.372177,neutralny wydźwięk,@USER Jest decyzja sądu ws. Stanisława Gawłowskiego. Polityk PO idzie do więzienia\n@USER #wieszwiecej\nhttps://t.co/evVvuT3qZO
-5.8852806,14.533039,neutralny wydźwięk,@USER Jak taka majeka mogła być PTK   To dziadzisko nie umie się wysłowić   To jakaś masakra.
12.183477,-0.4820539,neutralny wydźwięk,"@USER Tu zjadłam przepyszną sałatkę, bardzo polecam!"
17.651882,11.869003,neutralny wydźwięk,@USER @USER @USER you made my day. Uwielbiam panikę w obozie władzy. Jeszcze trochę i postacie się na żądło.
-1.8844223,18.64862,neutralny wydźwięk,"@USER Jak mężczyzna mówi, że coś zrobi, to zrobi. Nie trzeba mu przypominać co pół roku."
2.2021692,11.4160385,neutralny wydźwięk,@USER Już wycie wasze nie pomoże komunistycznej kaście sędziowskiej.Teraz jeszcze te niemieckie media uporządkować trzeba.
32.63098,0.8924079,neutralny wydźwięk,@USER skoro jakiś junior Dinama robi furore to transfer do Legii jest nierealny
-12.247073,56.031933,negatywny wydźwięk,Praca dla PO powoduje trwałe uszkodzenia mózgu....? #Woronicza17
-63.52916,13.007814,pozytywny wydźwięk,@USER Poczekaj aż wróci żona blake’a 😂
0.74470574,-15.66128,neutralny wydźwięk,@USER um jesli te plotki na temat finalu the originals to prawda to to bedzie kurwa najgorsze zakonczenie serialu w calym swiecie s…
-5.7243385,-35.861103,neutralny wydźwięk,@USER @USER Wy narobiliscie 30miliardow dlugow za waszych rzadow #oddajciekase
-47.358913,24.053282,pozytywny wydźwięk,"@USER @USER @USER @USER @USER Poważny? Właśnie wręcz przeciwnie, ale chyba emotki zabrakło 😂"
-54.049953,26.27376,pozytywny wydźwięk,"@USER @USER Musimy poczekać na Młodego, bo ja mogę ewentualnie odpisać, że czarny 😬"
4.604288,-29.90926,neutralny wydźwięk,"@USER czy możemy o tym porozmawiać, wiedziałam że tak będzie XDDDD"
-47.117252,-34.054848,pozytywny wydźwięk,@USER i legionista nie trafia w bramke :)
-35.588707,-33.160038,pozytywny wydźwięk,"@USER @USER kiedyś powinniście spaść a się utrzymaliście przy zielonym stoliku, więc życzę Podbeskidziu tego 8 miejsca :)"
22.152708,6.8061666,neutralny wydźwięk,@USER @USER @USER @USER @USER Przecież Mitrović w defensywie był tak samo słaby jak w ofensywie.
-30.618084,-18.405249,neutralny wydźwięk,@USER Oby w ND zrobiła tez niespodziankę i przegrała ;-) a dziś jak najbardziej popieram oby jaga grała dalej
1.7673457,12.891264,neutralny wydźwięk,@USER Ja też nazywam. I jeszcze nacjonalistyczną hołotą niegodną tego miejsca.
-60.254265,16.505636,pozytywny wydźwięk,@USER Na razie to Ty próbowałes mnie wyśmiac 😉
-16.983612,57.85459,negatywny wydźwięk,"@USER @USER Pani tweet nosi znamiona desperacji, żeby z g...a bat ukręcic..."
-49.657997,25.57896,pozytywny wydźwięk,"@USER Niestety, gdyby były moje, białe zniknęłyby w pierwszej kolejności 🤗😛"
-60.82921,25.207598,pozytywny wydźwięk,@USER Złotą Piłkę za dni 15-16 czerwca 2018 zdobywa Cristiano Ronaldo 😜
-2.8104546,11.16103,neutralny wydźwięk,"@USER @USER Z całym szacunkiem, ale staże w klubach zagranicznych nie mogą być argumentem za."
43.11345,10.101029,neutralny wydźwięk,"@USER Ja pierdolę, perwersja, 100 % hardcore"
0.43679094,18.121656,neutralny wydźwięk,"Dali ikon 2 na allegro, chyba kupię mimo że gość ma 4 komentarze i  nie ma org. kartanów."
-7.08029,-10.021527,neutralny wydźwięk,@USER Teraz wiemy skąd się wzięło ''Ni ma piniendzy'' Rostowskiego. #Woronicza17
3.15029,-41.181053,neutralny wydźwięk,@USER @USER A oto Doniu. To chyba jakieś wspomnienia Jakiego.\nhttps://t.co/hju3lvUzPq
-10.139578,-33.121914,neutralny wydźwięk,@USER Będę już po wszystkim to będę trzymać kciuki!
-52.303272,-16.240211,pozytywny wydźwięk,"@USER Dostaje czułość i głaski taczkami, więc do jutra powinno być po sprawie ;-)"
24.644615,1.3848994,neutralny wydźwięk,"@USER @USER Widzę, że wybujałe ego zasłania ci pole widzenia."
-9.319733,20.939991,neutralny wydźwięk,@USER @USER Daria jak się karnego z kapelusza niewykorzystuje to jest wynik w plecy
23.969109,8.094988,neutralny wydźwięk,"@USER Czy USA, czy Brazylia? iMO żadna różnica.  Amerykanie świetni, Brazylia w decydujących meczach zawsze klasa."
-48.919342,23.599586,pozytywny wydźwięk,@USER Szczególnie Vestenicky.Podczas wypożyczenia nic nie pokazał a go wykupili za 500 tys euro 😂👏
-1.7162173,27.666027,negatywny wydźwięk,"@USER Janusze biznesu, nie mają kasy a bedą licytować, zjeby jak cale pisdzielstwo, chyba że jarkacz dywersyfikuje działalność"
37.077545,-15.083546,neutralny wydźwięk,@USER tak realnie na razie to nissan k12 tak w ogóle to Tesla xd
-51.31636,21.101057,pozytywny wydźwięk,@USER Kiedy jest się moim Dziadkiem dokumenty zajmują BARDZO DUŻO miejsca 🙆
-14.239381,57.448074,negatywny wydźwięk,"@USER trudno dobrze odeniac nasze sadownictwo skoro sędziowie w PL kradna kielbasy, pendrajwy czy części do wiertarek.."
33.087498,-48.11318,neutralny wydźwięk,@USER @USER Ale o co Ty go chcesz pytać ?
-18.53934,7.57011,neutralny wydźwięk,"Kurczę, Mączyński naprawdę w pierwszym wywiadzie dla Legii, dla której nigdy miał nie zagrać, przekonuje, że nigdy nie zagra w Cracovii."
-42.855778,-33.745945,pozytywny wydźwięk,@USER Czyli już wiesz jak się czujemy jak nas oznaczasz :)
-57.28827,18.31782,pozytywny wydźwięk,@USER @USER @USER Zobacz jaki on ładny i jak dba o siebie 😂
-36.919407,-33.068336,pozytywny wydźwięk,@USER @USER @USER za to jak się wróci po wszystkim to jak cieplutko w domu :)
1.7927926,-19.773405,neutralny wydźwięk,Kto chce zadecydować czy jakieś zdjęcie nadaje się do pokazania społeczeństwu?
-7.253305,-33.88892,neutralny wydźwięk,nadeszła wiekopomna chwila ustawa degradacyjna weszła w życie a generał Jaruzelski zostanie szeregowcem ! #woronicza17
-4.1676207,-2.4182644,neutralny wydźwięk,"@USER @USER Synku, jakby nie takie dziadki jak ja to byś dzisiaj na czynach partyjnych popierdzielał a nie bredził ma Twitterze"
31.791758,-45.68107,neutralny wydźwięk,@USER Płyta harrego była w biedronce??
-10.774743,0.3470445,neutralny wydźwięk,"@USER Szybko, póki Chodakowska nie widzi!"
30.985092,23.333002,neutralny wydźwięk,"@USER Mogło tak być, ci od abarcji z bilbordami nawet na wsi napierdalali"
-37.689846,-33.277145,pozytywny wydźwięk,@USER @USER @USER a ja mam ciepełko jak się przytule do swoich kotów :)
2.922102,33.338905,negatywny wydźwięk,"Psychicznie mnie rozjebali, już nie mam siły czytać psychopolactwa , odklejenie mozgowe na 100%"
25.575256,21.476871,neutralny wydźwięk,"@USER @USER Trudno być pewnym, gdy stoperzy mogą zagrać tylko lagę do przodu, bo środka nie mamy."
-11.557255,13.806555,negatywny wydźwięk,"@USER Albo nie możesz przykucnąć, nie mówiąc już o swobodnym kroku i totalnym luzie jak w spodenkach"
-24.317343,49.347,negatywny wydźwięk,@USER albo osiągnęła zbyt duże stężenie w organizmie...😱
-60.48957,17.165037,pozytywny wydźwięk,@USER Widzisz Misza jak onieśmielasz kobiety 😂
14.260388,4.7871037,neutralny wydźwięk,@USER @USER Siły to może ale spora część tych silnych ma problemy z inteligencją
15.3788805,29.528753,neutralny wydźwięk,Dzisiaj o 18.00 Strefa Kibica w Radiu Akadera. Zapraszamy.
38.670845,-5.0025268,neutralny wydźwięk,@USER @USER Sprzedając brleka będą mieć 16 mln plus cała drużynę
-2.3368685,-1.6978555,neutralny wydźwięk,@USER Diler wydający rachunek za narkotyki po płatności kartą kredytową. Tego jeszcze nie było. Misiło i wszystko jasne.#Woronic…
18.140427,0.4346624,neutralny wydźwięk,"@USER zamiast Hyżego w The Voice mógłby być Dawid Podsiadło, to dopiero byłby hit\nPodsiadło i Szpak w jednym programie"
2.1127028,-26.375954,neutralny wydźwięk,"dobrze ze nigdy nie wydalam pieniędzy na te zjebane legginsy galaxy, w krzyze, dropsy, pączki itd XD"
